Days,RushHour,Weather,Temperature,Humidity,Density
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,1
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.5,0.717,0.43,2
1,1,0.5,0.717,0.43,2
1,1,0.5,0.717,0.43,2
1,1,0.5,0.717,0.43,3
1,1,0.5,0.717,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.25,0.718,0.43,2
1,1,0.25,0.718,0.43,3
1,1,0.25,0.718,0.43,2
1,1,0.5,0.718,0.43,3
1,1,0.5,0.718,0.43,3
1,1,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.38,0.76,0.55,3
1,1,0.38,0.76,0.55,2
1,1,0.38,0.76,0.55,3
1,1,0.38,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,2
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.762,0.55,2
1,1,0.5,0.762,0.55,2
1,1,0.5,0.762,0.55,2
1,1,0.5,0.762,0.55,2
1,1,0.5,0.762,0.55,3
1,1,0.5,0.762,0.55,2
1,1,0.25,0.762,0.55,2
1,1,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.38,0.762,0.55,0
1,0,0.38,0.762,0.55,2
1,0,0.12,0.762,0.55,2
1,0,0.25,0.762,0.55,0
1,0,0.25,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,1
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,1
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.38,0.762,0.55,2
2,0,0.38,0.762,0.55,3
2,0,0.38,0.762,0.55,2
2,0,0.38,0.762,0.55,2
2,0,0.25,0.762,0.55,3
2,0,0.25,0.762,0.55,3
2,0,0.25,0.762,0.55,3
2,0,0.25,0.762,0.55,2
2,0,0.25,0.762,0.55,2
2,0,0.25,0.762,0.55,2
2,0,0.25,0.762,0.55,2
2,0,0.12,0.762,0.55,2
2,0,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,2
2,1,0.25,0.762,0.55,2
2,1,0.25,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.25,0.762,0.55,2
2,1,0.25,0.762,0.55,2
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,2
2,1,0.25,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,2
2,1,0.12,0.794,0.03,2
2,1,0.12,0.794,0.03,2
2,1,0.12,0.794,0.03,2
2,1,0.12,0.794,0.03,2
2,0,0.12,0.794,0.03,2
2,0,0.12,0.794,0.03,2
2,0,0.12,0.794,0.03,2
2,0,0.12,0.795,0.03,2
2,0,0.12,0.795,0.03,2
2,0,0.25,0.791,0.04,2
2,0,0.25,0.791,0.04,2
2,0,0.25,0.791,0.04,2
2,0,0.12,0.79,0.04,2
2,0,0.12,0.79,0.04,2
2,0,0.12,0.79,0.04,2
2,0,0.12,0.79,0.04,1
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,1
3,1,0.5,0.79,0.04,1
3,1,0.5,0.789,0.04,2
3,1,0.5,0.789,0.04,2
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,2
3,1,0.5,0.79,0.04,2
3,1,0.5,0.789,0.04,2
3,1,0.5,0.789,0.04,2
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.789,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,1
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,2
3,0,0.5,0.79,0.04,3
3,0,0.5,0.79,0.04,3
3,0,0.5,0.79,0.04,3
3,0,0.5,0.79,0.04,2
3,0,0.5,0.738,0.2,2
3,0,0.5,0.738,0.2,2
3,0,0.5,0.738,0.2,3
3,0,0.5,0.738,0.22,2
3,0,0.5,0.738,0.22,2
3,0,0.5,0.738,0.21,2
3,0,0.5,0.738,0.21,3
3,0,0.5,0.738,0.21,3
3,0,0.5,0.738,0.22,3
3,0,0.5,0.738,0.22,3
3,0,0.5,0.74,0.22,3
3,0,0.5,0.74,0.22,3
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,3
3,0,0.5,0.74,0.22,3
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,3
3,0,0.5,0.74,0.22,3
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,3
3,0,0.5,0.74,0.22,3
3,0,0.5,0.74,0.22,3
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.38,0.74,0.22,2
3,0,0.38,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.38,0.74,0.22,2
3,0,0.38,0.74,0.22,2
3,0,0.38,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,0,0.5,0.74,0.22,2
3,1,0.5,0.74,0.22,2
3,1,0.5,0.74,0.22,2
3,1,0.5,0.74,0.22,2
3,1,0.5,0.74,0.22,2
3,1,0.5,0.74,0.22,2
3,1,0.5,0.74,0.22,3
3,1,0.5,0.74,0.22,2
3,1,0.5,0.74,0.22,2
3,1,0.5,0.74,0.22,2
3,1,0.5,0.74,0.22,3
3,1,0.5,0.74,0.22,3
3,1,0.5,0.74,0.22,3
3,1,0.38,0.74,0.22,3
3,1,0.38,0.74,0.22,3
3,1,0.5,0.74,0.22,3
3,1,0.5,0.743,0.21,3
3,1,0.5,0.743,0.21,3
3,1,0.5,0.743,0.21,3
3,1,0.5,0.744,0.21,2
3,1,0.5,0.744,0.21,2
3,1,0.5,0.743,0.19,2
3,1,0.5,0.743,0.19,3
3,1,0.5,0.743,0.19,3
3,1,0.5,0.78,0.09,3
3,1,0.5,0.78,0.09,3
3,1,0.5,0.78,0.09,3
3,1,0.5,0.779,0.09,3
3,1,0.5,0.779,0.09,3
3,1,0.5,0.779,0.09,2
3,1,0.5,0.779,0.09,2
3,1,0.5,0.779,0.09,2
3,1,0.5,0.779,0.09,2
3,1,0.38,0.779,0.09,3
3,1,0.38,0.779,0.09,3
3,1,0.38,0.779,0.09,2
3,1,0.5,0.779,0.09,2
3,0,0.5,0.779,0.09,2
3,0,0.5,0.779,0.09,2
3,0,0.5,0.779,0.09,2
3,0,0.5,0.779,0.09,2
3,0,0.5,0.779,0.09,3
3,0,0.5,0.779,0.09,2
3,0,0.25,0.779,0.09,2
3,0,0.25,0.779,0.09,2
3,0,0.25,0.779,0.09,2
3,0,0.5,0.779,0.09,2
3,0,0.5,0.779,0.09,0
3,0,0.25,0.779,0.09,2
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.778,0.09,0
4,1,0.5,0.778,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.778,0.09,0
4,1,0.5,0.778,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,0
4,1,0.5,0.779,0.09,2
4,1,0.5,0.779,0.09,2
4,1,0.5,0.779,0.09,2
4,1,0.5,0.779,0.09,2
4,1,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,3
4,0,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,2
4,0,0.5,0.779,0.09,2
4,0,0.5,0.75,0.18,2
4,0,0.5,0.75,0.18,2
4,0,0.5,0.75,0.18,2
4,0,0.5,0.749,0.18,2
4,0,0.5,0.743,0.18,2
4,0,0.5,0.743,0.18,2
4,0,0.5,0.743,0.18,2
4,0,0.5,0.743,0.19,2
4,0,0.5,0.743,0.19,2
4,0,0.5,0.743,0.19,3
4,0,0.5,0.743,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,3
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,3
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,3
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,3
4,0,0.5,0.745,0.19,3
4,0,0.5,0.745,0.19,3
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.746,0.19,3
4,0,0.5,0.746,0.19,2
4,0,0.5,0.745,0.19,3
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,3
4,0,0.5,0.745,0.19,2
4,0,0.5,0.746,0.19,2
4,0,0.5,0.746,0.19,2
4,0,0.5,0.746,0.19,2
4,0,0.5,0.746,0.19,2
4,0,0.5,0.746,0.19,2
4,0,0.5,0.746,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,0,0.5,0.745,0.19,2
4,1,0.5,0.745,0.19,1
4,1,0.5,0.746,0.19,2
4,1,0.5,0.746,0.19,2
4,1,0.5,0.745,0.19,3
4,1,0.5,0.745,0.19,2
4,1,0.38,0.745,0.19,2
4,1,0.38,0.745,0.19,3
4,1,0.5,0.745,0.19,2
4,1,0.5,0.745,0.19,2
4,1,0.5,0.745,0.19,3
4,1,0.5,0.745,0.19,2
4,1,0.5,0.745,0.19,3
4,1,0.25,0.745,0.19,3
4,1,0.25,0.745,0.19,3
4,1,0.25,0.745,0.19,3
4,1,0.5,0.776,0.13,3
4,1,0.5,0.776,0.13,3
4,1,0.5,0.776,0.13,3
4,1,0.38,0.781,0.11,3
4,1,0.38,0.781,0.11,3
4,1,0.5,0.782,0.11,2
4,1,0.5,0.782,0.11,3
4,1,0.25,0.781,0.11,2
4,1,0.25,0.781,0.11,2
4,1,0.25,0.781,0.11,3
4,1,0.25,0.784,0.11,3
4,1,0.25,0.784,0.11,3
4,1,0.25,0.784,0.11,3
4,1,0.25,0.784,0.11,3
4,1,0.25,0.784,0.11,3
4,1,0.25,0.784,0.11,2
4,1,0.25,0.784,0.11,3
4,1,0.25,0.784,0.11,2
4,1,0.25,0.784,0.11,2
4,1,0.25,0.784,0.11,2
4,1,0.25,0.784,0.11,2
4,0,0.25,0.784,0.11,2
4,0,0.25,0.784,0.11,2
4,0,0.25,0.784,0.11,3
4,0,0.25,0.784,0.11,3
4,0,0.25,0.784,0.11,2
4,0,0.25,0.784,0.11,2
4,0,0.25,0.784,0.11,2
4,0,0.25,0.784,0.11,2
4,0,0.5,0.784,0.11,2
4,0,0.5,0.784,0.11,2
4,0,0.5,0.784,0.11,2
4,0,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.785,0.11,0
5,1,0.5,0.785,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,1
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,1
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,0
5,1,0.5,0.784,0.11,2
5,1,0.5,0.749,0.15,2
5,1,0.5,0.749,0.15,2
5,1,0.5,0.749,0.15,1
5,1,0.5,0.749,0.15,1
5,1,0.5,0.749,0.15,2
5,0,0.5,0.749,0.15,1
5,0,0.5,0.749,0.15,1
5,0,0.5,0.749,0.16,1
5,0,0.5,0.749,0.16,1
5,0,0.5,0.749,0.16,2
5,0,0.5,0.749,0.16,2
5,0,0.5,0.749,0.16,2
5,0,0.5,0.751,0.16,2
5,0,0.5,0.751,0.16,2
5,0,0.5,0.751,0.16,2
5,0,0.5,0.751,0.16,2
